value	form	character	language
gurunx	|4×TAB|	𒋲	sux
kurunx	|4×TAB|	𒋲	sux
ubinigga	|TAB&TAB.NI&NI.DIŠ&DIŠ|	𒋱	sux
ubicaga	|TAB&TAB.NI&NI.DIŠ&DIŠ|	𒋱	sux
MZL221	TAG	𒋳	sux
LAK628	TAG	𒋳	sux
da6	TAG	𒋳	sux
daq6	TAG	𒋳	sux
guruc4	TAG	𒋳	sux
sux	TAG	𒋳	sux
sub6	TAG	𒋳	sux
subu	TAG	𒋳	sux
suhx	TAG	𒋳	sux
sum6	TAG	𒋳	sux
śum	TAG	𒋳	sux
can2	TAG	𒋳	sux
cerid	TAG	𒋳	sux
cerim	TAG	𒋳	sux
cu14	TAG	𒋳	sux
cum	TAG	𒋳	sux
cumu3	TAG	𒋳	sux
cuc4	TAG	𒋳	sux
ta3	TAG	𒋳	sux
tag	TAG	𒋳	sux
taga	TAG	𒋳	sux
tak	TAG	𒋳	sux
taka	TAG	𒋳	sux
taq	TAG	𒋳	sux
tibir	TAG	𒋳	sux
tuku5	TAG	𒋳	sux
uttux	TAG	𒋳	sux
zil2	TAG	𒋳	sux
cumgamme	|TAG.GAM.ME|	𒋳𒃵𒈨	sux
ziz5	|TAG.TAG|	𒋳𒋳	sux
cerax	|TAG.TUG₂|	𒋳𒌆	sux
cerimx	|TAG.TUG₂|	𒋳𒌆	sux
silig4	|TAG×GUD|	𒋵	sux
tibir5	|TAG×GUD|	𒋵	sux
tibirx	|TAG×ŠE|	𒋶	sux
tibir2	|TAG×ŠU|	𒋷	sux
silig3	|TAG×TUG₂|	𒋸	sux
tibir4	|TAG×TUG₂|	𒋸	sux
utu	|TAG×TUG₂|	𒋸	sux
utux	|TAG×TUG₂|	𒋸	sux
uttu	|TAG×TUG₂|	𒋸	sux
silig2	|TAG×UD|	𒋹	sux
tibir3	|TAG×UD|	𒋹	sux
MZL106	TAK₄	𒋺	sux
LAK282	TAK₄	𒋺	sux
azad2	TAK₄	𒋺	sux
da13	TAK₄	𒋺	sux
dad	TAK₄	𒋺	sux
dat	TAK₄	𒋺	sux
erbura	TAK₄	𒋺	sux
gid6	TAK₄	𒋺	sux
gudx	TAK₄	𒋺	sux
gudibir	TAK₄	𒋺	sux
irbura	TAK₄	𒋺	sux
kamx	TAK₄	𒋺	sux
kid2	TAK₄	𒋺	sux
kit2	TAK₄	𒋺	sux
cux	TAK₄	𒋺	sux
curu6	TAK₄	𒋺	sux
curum6	TAK₄	𒋺	sux
ta6	TAK₄	𒋺	sux
tad	TAK₄	𒋺	sux
tag4	TAK₄	𒋺	sux
tak4	TAK₄	𒋺	sux
taka4	TAK₄	𒋺	sux
tat	TAK₄	𒋺	sux
tukx	TAK₄	𒋺	sux
tat	TAK₄	𒋺	sux
urx	TAK₄	𒋺	sux
zermuckux	|TAK₄.ALAN|	𒋺𒀩	sux
dadda	|TAK₄.TAK₄|	𒋺𒋺	sux
tatge	|TAK₄.TAK₄|	𒋺𒋺	sux
LAK181	TAR	𒋻	sux
MZL9	TAR	𒋻	sux
dar6	TAR	𒋻	sux
gud4	TAR	𒋻	sux
has	TAR	𒋻	sux
hac	TAR	𒋻	sux
has,	TAR	𒋻	sux
haz	TAR	𒋻	sux
hiz	TAR	𒋻	sux
hus2	TAR	𒋻	sux
ku5	TAR	𒋻	sux
kud	TAR	𒋻	sux
kudma	TAR	𒋻	sux
kuksu	TAR	𒋻	sux
kur5	TAR	𒋻	sux
kuru5	TAR	𒋻	sux
kurum5	TAR	𒋻	sux
kut	TAR	𒋻	sux
kutu	TAR	𒋻	sux
qadmax	TAR	𒋻	sux
qadmu	TAR	𒋻	sux
qud	TAR	𒋻	sux
qudma	TAR	𒋻	sux
qudmu	TAR	𒋻	sux
qumx	TAR	𒋻	sux
qut	TAR	𒋻	sux
qutu	TAR	𒋻	sux
sel	TAR	𒋻	sux
six	TAR	𒋻	sux
sil	TAR	𒋻	sux
sila	TAR	𒋻	sux
sulu	TAR	𒋻	sux
car7	TAR	𒋻	sux
cel	TAR	𒋻	sux
cil	TAR	𒋻	sux
tax	TAR	𒋻	sux
tar	TAR	𒋻	sux
tara	TAR	𒋻	sux
ter2	TAR	𒋻	sux
tir2	TAR	𒋻	sux
tar	TAR	𒋻	sux
tir2	TAR	𒋻	sux
ursagsim	TAR	𒋻	sux
ursajsim	TAR	𒋻	sux
zil0	TAR	𒋻	sux
zil3	TAR	𒋻	sux
LAK373	TE	𒋼	sux
de4	TE	𒋼	sux
di12	TE	𒋼	sux
gal5	TE	𒋼	sux
gallax	TE	𒋼	sux
gul3	TE	𒋼	sux
mul2	TE	𒋼	sux
te	TE	𒋼	sux
teg3	TE	𒋼	sux
tej3	TE	𒋼	sux
temx	TE	𒋼	sux
temen	TE	𒋼	sux
temennax	TE	𒋼	sux
ten	TE	𒋼	sux
ti7	TE	𒋼	sux
te4	TE	𒋼	sux
ti4	TE	𒋼	sux
unux	TE	𒋼	sux
LAK375	|TE.A|	𒋼𒀀	sux
gar14	|TE.A|	𒋼𒀀	sux
ka11	|TE.A|	𒋼𒀀	sux
kar	|TE.A|	𒋼𒀀	sux
kara	|TE.A|	𒋼𒀀	sux
kir8	|TE.A|	𒋼𒀀	sux
qar2	|TE.A|	𒋼𒀀	sux
unu6	|TE.AB|	𒋼𒀊	sux
unug3	|TE.AB|	𒋼𒀊	sux
unu2	|TE.AB@g|	𒋼𒀕	sux
unug2	|TE.AB@g|	𒋼𒀕	sux
gal5-la	|TE.LAL|	𒋼𒇲	sux
galla	|TE.LAL|	𒋼𒇲	sux
galu	|TE.LAL|	𒋼𒇲	sux
gulla	|TE.LAL|	𒋼𒇲	sux
LAK374	|TE.ME|	𒋼𒈨	sux
mete	|TE.ME|	𒋼𒈨	sux
unux	|TE.MUŠ₃|	𒋼𒈹	sux
LAK382	TE@g	𒋽	sux
MZL88	TE@g	𒋽	sux
gar13	TE@g	𒋽	sux
gur8	TE@g	𒋽	sux
gura8	TE@g	𒋽	sux
guru8	TE@g	𒋽	sux
qurx	TE@g	𒋽	sux
ru10	TE@g	𒋽	sux
tex	TE@g	𒋽	sux
ur12	TE@g	𒋽	sux
uru5	TE@g	𒋽	sux
unu7	|TE@g.AB@g|	𒋽𒀕	sux
unug4	|TE@g.AB@g|	𒋽𒀕	sux
LAK18	TI	𒋾	sux
MZL118	TI	𒋾	sux
de9	TI	𒋾	sux
di3	TI	𒋾	sux
te9	TI	𒋾	sux
tej4	TI	𒋾	sux
ti	TI	𒋾	sux
tibnu	TI	𒋾	sux
tig4	TI	𒋾	sux
tij4	TI	𒋾	sux
til3	TI	𒋾	sux
tila3	TI	𒋾	sux
te6	TI	𒋾	sux
ti3	TI	𒋾	sux
MZL118	TI@t	𒋿	sux
tana	TI@t	𒋿	sux
tibnu	TI@t	𒋿	sux
MZL113b	TIL	𒌀	sux
LAK17	TIL	𒌀	sux
sumun	TIL	𒌀	sux
cum4	TIL	𒌀	sux
cumun	TIL	𒌀	sux
sun	TIL	𒌀	sux
suna	TIL	𒌀	sux
tel	TIL	𒌀	sux
til	TIL	𒌀	sux
ug7	TIL	𒌀	sux
uc2	TIL	𒌀	sux
LAK211	TU	𒌅	sux
MZL86	TU	𒌅	sux
du2	TU	𒌅	sux
dud2	TU	𒌅	sux
dur11	TU	𒌅	sux
hu2	TU	𒌅	sux
huduc	TU	𒌅	sux
namcece	TU	𒌅	sux
tu	TU	𒌅	sux
tud	TU	𒌅	sux
tum12	TU	𒌅	sux
tur5	TU	𒌅	sux
tu2	TU	𒌅	sux
aclag2	TUG₂	𒌆	sux
azalag2	TUG₂	𒌆	sux
azlag2	TUG₂	𒌆	sux
dul5	TUG₂	𒌆	sux
i6	TUG₂	𒌆	sux
mu4	TUG₂	𒌆	sux
mur10	TUG₂	𒌆	sux
taskarin	TUG₂	𒌆	sux
tackarin	TUG₂	𒌆	sux
te5	TUG₂	𒌆	sux
tickarin	TUG₂	𒌆	sux
tickarini	TUG₂	𒌆	sux
tu9	TUG₂	𒌆	sux
tubax	TUG₂	𒌆	sux
tug2	TUG₂	𒌆	sux
tuk2	TUG₂	𒌆	sux
tuku2	TUG₂	𒌆	sux
umuc	TUG₂	𒌆	sux
uc4	TUG₂	𒌆	sux
tugir	|TUG₂.DU@s|	𒌆𒁽	sux
aclag	|TUG₂.UD|	𒌆𒌓	sux
azalag	|TUG₂.UD|	𒌆𒌓	sux
azlag	|TUG₂.UD|	𒌆𒌓	sux
du12	TUK	𒌇	sux
duk2	TUK	𒌇	sux
rac2	TUK	𒌇	sux
tu12	TUK	𒌇	sux
tug	TUK	𒌇	sux
tuk	TUK	𒌇	sux
tuku	TUK	𒌇	sux
tuq	TUK	𒌇	sux
duddu	|TUK.TUK|	𒌇𒌇	sux
duttu	|TUK.TUK|	𒌇𒌇	sux
LAK494	TUM	𒌈	sux
dam3	TUM	𒌈	sux
du4	TUM	𒌈	sux
dum	TUM	𒌈	sux
eb2	TUM	𒌈	sux
eger4	TUM	𒌈	sux
egir4	TUM	𒌈	sux
ep2	TUM	𒌈	sux
geckadx	TUM	𒌈	sux
gickadx	TUM	𒌈	sux
jeckadx	TUM	𒌈	sux
jickadx	TUM	𒌈	sux
ib2	TUM	𒌈	sux
ip2	TUM	𒌈	sux
ri...	TUM	𒌈	sux
suri	TUM	𒌈	sux
tam4	TUM	𒌈	sux
tim2	TUM	𒌈	sux
tu4	TUM	𒌈	sux
tum	TUM	𒌈	sux
tu4	TUM	𒌈	sux
tum	TUM	𒌈	sux
LAK528	TUR	𒌉	sux
ban3	TUR	𒌉	sux
banda3	TUR	𒌉	sux
damu	TUR	𒌉	sux
di4	TUR	𒌉	sux
du13	TUR	𒌉	sux
dumx	TUR	𒌉	sux
dumu	TUR	𒌉	sux
ibila4	TUR	𒌉	sux
maru	TUR	𒌉	sux
pec7	TUR	𒌉	sux
suhucx	TUR	𒌉	sux
cak7	TUR	𒌉	sux
cir6	TUR	𒌉	sux
tu19	TUR	𒌉	sux
tul4	TUR	𒌉	sux
tur	TUR	𒌉	sux
tura	TUR	𒌉	sux
turu	TUR	𒌉	sux
tur3	TUR	𒌉	sux
zerx	TUR	𒌉	sux
ibila2	|TUR.ARAD|	𒌉𒀴	sux
gena	|TUR.DIŠ|	𒌉𒁹	sux
genan	|TUR.DIŠ|	𒌉𒁹	sux
genna	|TUR.DIŠ|	𒌉𒁹	sux
gina	|TUR.DIŠ|	𒌉𒁹	sux
ginan	|TUR.DIŠ|	𒌉𒁹	sux
ginna	|TUR.DIŠ|	𒌉𒁹	sux
hibis	|TUR.DIŠ|	𒌉𒁹	sux
hibiz	|TUR.DIŠ|	𒌉𒁹	sux
ibilax	|TUR.DIŠ|	𒌉𒁹	sux
dumu-gi7	|TUR.EŠ₂|	𒌉𒂠	sux
kun5	|TUR.EŠ₂|	𒌉𒂠	sux
kuj5	|TUR.EŠ₂|	𒌉𒂠	sux
murumx	|TUR.SAL.TUR.TUR|	𒌉𒊩𒌉𒌉	sux
ibila3	|TUR.SAG|	𒌉𒊕	sux
dex-dex	|TUR.TUR|	𒌉𒌉	sux
di4-di4	|TUR.TUR|	𒌉𒌉	sux
du13-du13	|TUR.TUR|	𒌉𒌉	sux
tilx	|TUR.TUR|	𒌉𒌉	sux
tur-tur	|TUR.TUR|	𒌉𒌉	sux
ibila	|TUR.UŠ|	𒌉𒍑	sux
zazana	|TUR&TUR.ZA&ZA|	𒌊	sux
zazna	|TUR&TUR.ZA&ZA|	𒌊	sux
zezna	|TUR&TUR.ZA&ZA|	𒌊	sux
zizx	|TUR&TUR.ZA&ZA|	𒌊	sux
zizna	|TUR&TUR.ZA&ZA|	𒌊	sux
LAK807	U	𒌋	sux
a6	U	𒌋	sux
barx	U	𒌋	sux
bu12	U	𒌋	sux
bur3	U	𒌋	sux
bur3@c	U	𒌋	sux
buru3	U	𒌋	sux
burudx	U	𒌋	sux
buzur	U	𒌋	sux
ge14	U	𒌋	sux
gecburx	U	𒌋	sux
gibiru	U	𒌋	sux
giburu	U	𒌋	sux
giguru	U	𒌋	sux
guru12	U	𒌋	sux
ha3	U	𒌋	sux
hu3	U	𒌋	sux
puzur	U	𒌋	sux
cil3	U	𒌋	sux
cu4	U	𒌋	sux
cuc	U	𒌋	sux
u	U	𒌋	sux
ubux	U	𒌋	sux
umun	U	𒌋	sux
un2	U	𒌋	sux
ucur5	U	𒌋	sux
utahx	U	𒌋	sux
utux	U	𒌋	sux
1(u)	U	𒌋	sux
1(u@c)	U	𒌋	sux
1(bur3)	U	𒌋	sux
1(bur3@c)	U	𒌋	sux
u@c	U	𒌋	sux
LAK414	|U.AD|	𒌋𒀜	sux
gir4	|U.AD|	𒌋𒀜	sux
isi3	|U.AD|	𒌋𒀜	sux
isim3	|U.AD|	𒌋𒀜	sux
isimu3	|U.AD|	𒌋𒀜	sux
kir13	|U.AD|	𒌋𒀜	sux
kirix	|U.AD|	𒌋𒀜	sux
acdar	|U.DAR|	𒌋𒁯	sux
muc7	|U.DAR|	𒌋𒁯	sux
u-gun3	|U.DAR|	𒌋𒁯	sux
ugun	|U.DAR|	𒌋𒁯	sux
ugunu	|U.DAR|	𒌋𒁯	sux
gakkul3	|U.DIM|	𒌋𒁴	sux
kakkul3	|U.DIM|	𒌋𒁴	sux
mun6	|U.DIM|	𒌋𒁴	sux
gakkul	|U.DIM×ŠE|	𒌋𒁵	sux
kakkul	|U.DIM×ŠE|	𒌋𒁵	sux
mun5	|U.DIM×ŠE|	𒌋𒁵	sux
bahar3	|U.EDIN|	𒌋𒂔	sux
ecgarx	|U.EN×GAN₂@t|	𒌋𒂙	sux
ecgiri	|U.EN×GAN₂@t|	𒌋𒂙	sux
eckiri	|U.EN×GAN₂@t|	𒌋𒂙	sux
ganu	|U.EN×GAN₂@t|	𒌋𒂙	sux
girx	|U.EN×GAN₂@t|	𒌋𒂙	sux
kir12	|U.EN×GAN₂@t|	𒌋𒂙	sux
kirrux	|U.EN×GAN₂@t|	𒌋𒂙	sux
sibir	|U.EN×GAN₂@t|	𒌋𒂙	sux
cibir	|U.EN×GAN₂@t|	𒌋𒂙	sux
ucbar5	|U.EN×GAN₂@t|	𒌋𒂙	sux
ucbur5	|U.EN×GAN₂@t|	𒌋𒂙	sux
LAK412	|U.GA|	𒌋𒂵	sux
dimna	|U.GA|	𒌋𒂵	sux
sagx	|U.GA|	𒌋𒂵	sux
u14	|U.GA|	𒌋𒂵	sux
ud6	|U.GA|	𒌋𒂵	sux
ulx	|U.GA|	𒌋𒂵	sux
ut6	|U.GA|	𒌋𒂵	sux
utah	|U.GA|	𒌋𒂵	sux
utu2	|U.GA|	𒌋𒂵	sux
zagx	|U.GA|	𒌋𒂵	sux
zahan2	|U.GA|	𒌋𒂵	sux
zahan	|U.GA.HI|	𒌋𒂵𒄭	sux
LAK458	|U.GAN|	𒌋𒃶	sux
saman4	|U.GAN|	𒌋𒃶	sux
cagan	|U.GAN|	𒌋𒃶	sux
cajan	|U.GAN|	𒌋𒃶	sux
cakan	|U.GAN|	𒌋𒃶	sux
caman2	|U.GAN|	𒌋𒃶	sux
LAK300	|U.GUD|	𒌌	sux
du7	|U.GUD|	𒌌	sux
mul4	|U.GUD|	𒌌	sux
rax	|U.GUD|	𒌌	sux
ru5	|U.GUD|	𒌌	sux
ul	|U.GUD|	𒌌	sux
ula	|U.GUD|	𒌌	sux
ullu	|U.GUD|	𒌌	sux
ullu3	|U.GUD|	𒌌	sux
ulu	|U.GUD|	𒌌	sux
ur6	|U.GUD|	𒌌	sux
ugur	|U.GUR|	𒌋𒄥	sux
nergalx	|U.GUR|	𒌋𒄥	sux
uia	|U.5(DIŠ)|	𒌋𒐊	sux
uya	|U.5(DIŠ)|	𒌋𒐊	sux
udilia	|U.5(DIŠ)|	𒌋𒐊	sux
LAK413	|U.KA|	𒌋𒅗	sux
ele	|U.KA|	𒌋𒅗	sux
eli	|U.KA|	𒌋𒅗	sux
mah3	|U.KA|	𒌋𒅗	sux
muh	|U.KA|	𒌋𒅗	sux
ugu	|U.KA|	𒌋𒅗	sux
ugun3	|U.KA|	𒌋𒅗	sux
niginx	|U.KID|	𒌋𒆤	sux
cagx	|U.KID|	𒌋𒆤	sux
cakx	|U.KID|	𒌋𒆤	sux
cita4	|U.KID|	𒌋𒆤	sux
cudul6	|U.KID|	𒌋𒆤	sux
cutul6	|U.KID|	𒌋𒆤	sux
gira	|U.MAŠ.KAB|	𒌋𒈦𒆏	sux
udul8	|U.MU|	𒌋𒈬	sux
udun	|U.MU|	𒌋𒈬	sux
umun10	|U.MU|	𒌋𒈬	sux
utul8	|U.MU|	𒌋𒈬	sux
utun	|U.MU|	𒌋𒈬	sux
kici10	|U.PIRIG|	𒌋𒊊	sux
kuc5	|U.PIRIG|	𒌋𒊊	sux
kucu	|U.PIRIG|	𒌋𒊊	sux
kucum4	|U.PIRIG|	𒌋𒊊	sux
LAK316	|U.SAG|	𒌋𒊕	sux
sagdul	|U.SAG|	𒌋𒊕	sux
sagcu	|U.SAG|	𒌋𒊕	sux
sagtucx	|U.SAG|	𒌋𒊕	sux
sajcu	|U.SAG|	𒌋𒊕	sux
ugux	|U.SAG|	𒌋𒊕	sux
baharx	|U.SAR|	𒌋𒊬	sux
bakiru	|U.SAR|	𒌋𒊬	sux
bakirum	|U.SAR|	𒌋𒊬	sux
mahar2	|U.SAR|	𒌋𒊬	sux
LAK411	|U.ŠA|	𒌋𒊭	sux
KWU509	|U.ŠA|	𒌋𒊭	sux
sagx	|U.ŠA|	𒌋𒊭	sux
urum7	|U.ŠA|	𒌋𒊭	sux
usagx	|U.ŠA|	𒌋𒊭	sux
zax	|U.ŠA|	𒌋𒊭	sux
dul	|U.TUG₂|	𒌋𒌆	sux
cudul2	|U.TUG₂|	𒌋𒌆	sux
cudun2	|U.TUG₂|	𒌋𒌆	sux
cutul2	|U.TUG₂|	𒌋𒌆	sux
tul	|U.TUG₂|	𒌋𒌆	sux
amna2	|U.U|	𒌋𒌋	sux
buzur2	|U.U|	𒌋𒌋	sux
gecx	|U.U|	𒌋𒌋	sux
gicx	|U.U|	𒌋𒌋	sux
mam	|U.U|	𒌋𒌋	sux
man	|U.U|	𒌋𒌋	sux
mana	|U.U|	𒌋𒌋	sux
men5	|U.U|	𒌋𒌋	sux
mecx	|U.U|	𒌋𒌋	sux
mim3	|U.U|	𒌋𒌋	sux
min3	|U.U|	𒌋𒌋	sux
mina3	|U.U|	𒌋𒌋	sux
nac	|U.U|	𒌋𒌋	sux
nes	|U.U|	𒌋𒌋	sux
nec	|U.U|	𒌋𒌋	sux
nis	|U.U|	𒌋𒌋	sux
nic	|U.U|	𒌋𒌋	sux
niz	|U.U|	𒌋𒌋	sux
puzur2	|U.U|	𒌋𒌋	sux
camac2	|U.U|	𒌋𒌋	sux
car4	|U.U|	𒌋𒌋	sux
carru2	|U.U|	𒌋𒌋	sux
cucana2	|U.U|	𒌋𒌋	sux
cucanaku	|U.U|	𒌋𒌋	sux
tab4	|U.U|	𒌋𒌋	sux
utu3	|U.U|	𒌋𒌋	sux
wan	|U.U|	𒌋𒌋	sux
2(u)	|U.U|	𒌋𒌋	sux
2(u@c)	|U.U|	𒌋𒌋	sux
2(bur3)	|U.U|	𒌋𒌋	sux
2(bur3@c)	|U.U|	𒌋𒌋	sux
ba3	|U.U.U|	𒌍	sux
batu	|U.U.U|	𒌍	sux
es2	|U.U.U|	𒌍	sux
ec	|U.U.U|	𒌍	sux
eca2	|U.U.U|	𒌍	sux
ece	|U.U.U|	𒌍	sux
is5	|U.U.U|	𒌍	sux
ic3	|U.U.U|	𒌍	sux
nan3	|U.U.U|	𒌍	sux
sin	|U.U.U|	𒌍	sux
s,in	|U.U.U|	𒌍	sux
cib0	|U.U.U|	𒌍	sux
cip0	|U.U.U|	𒌍	sux
uc18	|U.U.U|	𒌍	sux
ucu3	|U.U.U|	𒌍	sux
3(u)	|U.U.U|	𒌍	sux
3(u@c)	|U.U.U|	𒌍	sux
3(bur3)	|U.U.U|	𒌍	sux
3(bur3@c)	|U.U.U|	𒌍	sux
bangacx	|U.U.U.AŠ₃|	𒌋𒌋𒌋𒐋	sux
nigin4	|U.UD|	𒌋𒌓	sux
nim3	|U.UD|	𒌋𒌓	sux
ningin4	|U.UD|	𒌋𒌓	sux
cu16	|U.UD|	𒌋𒌓	sux
ucu2	|U.UD|	𒌋𒌓	sux
uzu5	|U.UD|	𒌋𒌓	sux
LAK402	|U.UD.KID|	𒌋𒌓𒆤	sux
ni9	|U.UD.KID|	𒌋𒌓𒆤	sux
nig6	|U.UD.KID|	𒌋𒌓𒆤	sux
nigar	|U.UD.KID|	𒌋𒌓𒆤	sux
nigin3	|U.UD.KID|	𒌋𒌓𒆤	sux
nij6	|U.UD.KID|	𒌋𒌓𒆤	sux
nijar	|U.UD.KID|	𒌋𒌓𒆤	sux
nijin3	|U.UD.KID|	𒌋𒌓𒆤	sux
nimgin3	|U.UD.KID|	𒌋𒌓𒆤	sux
ningin3	|U.UD.KID|	𒌋𒌓𒆤	sux
cutulx	|U.UR@s|	𒌋𒌪	sux
buzur3	|U.ZAG|	𒌋𒍠	sux
puzur3	|U.ZAG|	𒌋𒍠	sux
garadin10	|U&U.PA&PA.GAR&GAR|	𒌎	sux
karadin10	|U&U.PA&PA.GAR&GAR|	𒌎	sux
garadin9	|U&U.SUR&SUR|	𒌏	sux
karadin9	|U&U.SUR&SUR|	𒌏	sux
illil2	|U&U.U&U.U|	𒐐	sux
kingusili2	|U&U.U&U.U|	𒐐	sux
ninnix	|U&U.U&U.U|	𒐐	sux
ninnu	|U&U.U&U.U|	𒐐	sux
ninux	|U&U.U&U.U|	𒐐	sux
bargi	|U&U.U@v&U@v|	𒌐	sux
macgi	|U&U.U@v&U@v|	𒌐	sux
LAK152	U₂	𒌑	sux
ba6	U₂	𒌑	sux
bu11	U₂	𒌑	sux
hazabur	U₂	𒌑	sux
kazab	U₂	𒌑	sux
kazabu	U₂	𒌑	sux
kazabur	U₂	𒌑	sux
kazbi	U₂	𒌑	sux
kazbu	U₂	𒌑	sux
kilibu	U₂	𒌑	sux
kecx	U₂	𒌑	sux
kuc3	U₂	𒌑	sux
kucumx	U₂	𒌑	sux
kuzbi	U₂	𒌑	sux
kuzbu	U₂	𒌑	sux
macammi	U₂	𒌑	sux
maccam	U₂	𒌑	sux
mat cammi	U₂	𒌑	sux
pu11	U₂	𒌑	sux
sam	U₂	𒌑	sux
cam	U₂	𒌑	sux
tecbi	U₂	𒌑	sux
u2	U₂	𒌑	sux
ugax	U₂	𒌑	sux
wa3	U₂	𒌑	sux
wux	U₂	𒌑	sux
azad	|A.LAGAB×KUL.MA₂.ŠU₂.A|	𒀀𒇒𒈣𒋙𒀀	sux
ad5	|U₂.GIR₂@g|	𒌑𒄉	sux
adda3	|U₂.GIR₂@g|	𒌑𒄉	sux
addu2	|U₂.GIR₂@g|	𒌑𒄉	sux
atu	|U₂.GIR₂@g|	𒌑𒄉	sux
kic16	|U₂.GIR₂@g|	𒌑𒄉	sux
kica	|U₂.GIR₂@g|	𒌑𒄉	sux
kiceg	|U₂.GIR₂@g|	𒌑𒄉	sux
kicek	|U₂.GIR₂@g|	𒌑𒄉	sux
kici16	|U₂.GIR₂@g|	𒌑𒄉	sux
kicig	|U₂.GIR₂@g|	𒌑𒄉	sux
kicik	|U₂.GIR₂@g|	𒌑𒄉	sux
dimuc	|U₂.GIŠ.MI|	𒌑𒄑𒈪	sux
dimmuc	|U₂.GIŠ.MI|	𒌑𒄑𒈪	sux
muthum	|U₂.GIŠ.SAR|	𒌑𒄑𒊬	sux
musug2	|U₂.KA|	𒌑𒅗	sux
muzug2	|U₂.KA|	𒌑𒅗	sux
usug2	|U₂.KA|	𒌑𒅗	sux
uzug2	|U₂.KA|	𒌑𒅗	sux
gud3	|U₂.KI.SUM.GA|	𒌑𒆠𒋧𒂵	sux
musug4	|U₂.KUR.NI.TUK.KI|	𒌑𒆳𒉌𒌇𒆠	sux
muzug4	|U₂.KUR.NI.TUK.KI|	𒌑𒆳𒉌𒌇𒆠	sux
usug4	|U₂.KUR.NI.TUK.KI|	𒌑𒆳𒉌𒌇𒆠	sux
uzug4	|U₂.KUR.NI.TUK.KI|	𒌑𒆳𒉌𒌇𒆠	sux
cembirida	|U₂.KUR.RA|	𒌑𒆳𒊏	sux
cimbirida	|U₂.KUR.RA|	𒌑𒆳𒊏	sux
namru	|U₂.KUR.ZA.MUŠ₃@g.KI|	𒌑𒆳𒍝𒈽𒆠	sux
namri	|U₂.KUR.ZA.MUŠ₃@g.KI|	𒌑𒆳𒍝𒈽𒆠	sux
uga	|U₂.NAGA.GA|	𒌑𒉀𒂵	sux
ugax~a	|U₂.NAGA|	𒌑𒉀	sux
didax	|U₂.SA|	𒌑𒊓	sux
pihux	|U₂.SA|	𒌑𒊓	sux
pihux	|U₂.SA.KA.KAK|	𒌑𒊓𒅗𒆕	sux
muzug	|U₂.SAG|	𒌑𒊕	sux
uzug3	|U₂.SAG|	𒌑𒊕	sux
cubax	|U₂.ZA.MUŠ₃|	𒌑𒍝𒈹	sux
cubux	|U₂.ZA.MUŠ₃|	𒌑𒍝𒈹	sux
LAK284	UB	𒌒	sux
ar2	UB	𒌒	sux
ara2	UB	𒌒	sux
ub	UB	𒌒	sux
uba	UB	𒌒	sux
ubda	UB	𒌒	sux
ubu2	UB	𒌒	sux
up	UB	𒌒	sux
warx	UB	𒌒	sux
ummax	|UB.ME|	𒌒𒈨	sux
zamin	|UB.RI|	𒌒𒊑	sux
LAK400	UD	𒌓	sux
a12	UD	𒌓	sux
ah3	UD	𒌓	sux
wās,it	UD	𒌓	sux
mās,it	UD	𒌓	sux
s,ītu	UD	𒌓	sux
al5	UD	𒌓	sux
amna	UD	𒌓	sux
ara7	UD	𒌓	sux
ayax	UD	𒌓	sux
bab2	UD	𒌓	sux
babar	UD	𒌓	sux
babbar	UD	𒌓	sux
bar6	UD	𒌓	sux
barax	UD	𒌓	sux
ber2	UD	𒌓	sux
bec12	UD	𒌓	sux
bir2	UD	𒌓	sux
da7	UD	𒌓	sux
dag2	UD	𒌓	sux
dam2	UD	𒌓	sux
e8	UD	𒌓	sux
gal8	UD	𒌓	sux
ha5	UD	𒌓	sux
had2	UD	𒌓	sux
hada2	UD	𒌓	sux
hac3	UD	𒌓	sux
hec	UD	𒌓	sux
his	UD	𒌓	sux
hic	UD	𒌓	sux
hud2	UD	𒌓	sux
kum4	UD	𒌓	sux
la7	UD	𒌓	sux
lah	UD	𒌓	sux
lih	UD	𒌓	sux
luhx	UD	𒌓	sux
par	UD	𒌓	sux
para	UD	𒌓	sux
per	UD	𒌓	sux
pec12	UD	𒌓	sux
pir	UD	𒌓	sux
pirig2	UD	𒌓	sux
pirij2	UD	𒌓	sux
ra3	UD	𒌓	sux
sa16	UD	𒌓	sux
salah	UD	𒌓	sux
siki2	UD	𒌓	sux
camac	UD	𒌓	sux
carag	UD	𒌓	sux
ta5	UD	𒌓	sux
tam	UD	𒌓	sux
tu2	UD	𒌓	sux
tam2	UD	𒌓	sux
u4	UD	𒌓	sux
ud	UD	𒌓	sux
ug4	UD	𒌓	sux
ul6	UD	𒌓	sux
um2	UD	𒌓	sux
un5	UD	𒌓	sux
ut	UD	𒌓	sux
uta	UD	𒌓	sux
utu	UD	𒌓	sux
ut	UD	𒌓	sux
zalax	UD	𒌓	sux
zalag	UD	𒌓	sux
zalaga	UD	𒌓	sux
zalah	UD	𒌓	sux
zalaqax	UD	𒌓	sux
pec9	|UD.A|	𒌓𒀀	sux
ararama2	|UD.AB|	𒌓𒀊	sux
ararma2	|UD.AB|	𒌓𒀊	sux
larsa2	|UD.AB|	𒌓𒀊	sux
larsam2	|UD.AB|	𒌓𒀊	sux
